ShipmentID,Date,Origin,Destination,Distance_km,Weight_kg,ShippingMode,EstimatedTime_days,DeliveryTime_days,Delay_hours,FuelCost_USD,TotalCost_USD,PackageValue_USD,CustomerRating,WeatherDelay,TrafficDelay,LostOrDamaged
FDX000115,2023-01-22,Seattle,Singapore,2253,26.130000000000003,Ground,3,4.0,40,1.53,106.91,34.95,4.0,No,No,No
FDX000620,2024-11-12,New York,Berlin,4498,22.540000000000003,Air,2,7.0,120,7.06,161.22,36.09,5.0,No,Yes,No
FDX001043,2024-10-22,San Francisco,London,2442,40.58,Air,2,3.0,29,2.62,142.86,28.69,3.0,No,No,No
FDX001785,2023-01-03,Los Angeles,Mumbai,3312,0.42000000000000004,Air,2,1.0,0,3.91,83.81,72.12,5.0,No,No,No
FDX001524,2024-08-17,Denver,Tokyo,3885,3.14,Express,2,2.0,9,3.76,300.26,13.46,5.0,No,No,No
FDX001632,2023-06-01,Atlanta,Sydney,3334,31.89,Express,2,1.0,0,3.78,346.8,96.95,4.0,No,No,No
FDX000469,2023-01-08,Chicago,Berlin,2490,33.26,Ground,4,4.0,0,3.0,130.32,40.3,2.0,No,No,No
FDX000231,2023-04-16,Miami,Mexico City,1714,9.41,Ground,4,4.0,0,1.58,62.84,20.51,4.0,No,No,No
FDX001597,2023-02-06,Houston,Mumbai,4860,16.03,Air,2,2.0,0,4.7,148.36,10.05,5.0,No,No,No
FDX000495,2023-04-03,Dallas,São Paulo,2148,24.990000000000002,Air,1,3.0,49,3.16,107.42,66.64,4.0,No,No,No
FDX000950,2023-05-24,Los Angeles,Mumbai,3211,2.27,Ground,4,4.0,8,3.2,83.36,122.09,4.0,No,No,No
FDX000978,2023-05-21,Atlanta,Berlin,2403,9.73,Air,1,1.0,9,2.98,81.46,55.76,4.0,No,Yes,Yes
FDX000177,2024-04-16,Dallas,Singapore,5062,6.359999999999999,Air,2,1.0,4,10.08,149.2,52.63,5.0,No,No,No
FDX000118,2023-01-29,Dallas,São Paulo,3170,1.55,Ground,4,2.0,0,2.53,79.09,16.57,3.0,No,Yes,No
FDX001918,2023-01-08,San Francisco,Berlin,2284,16.0,Air,2,2.0,0,4.75,96.93,177.57,4.0,No,No,No
FDX000788,2023-01-10,Denver,Singapore,4365,1.23,Ground,5,7.0,50,2.41,101.99,35.84,4.0,No,No,Yes
FDX001431,2023-02-03,Houston,Singapore,2834,4.81,Air,1,1.0,0,2.86,79.88,28.17,4.0,No,No,No
FDX001933,2023-12-11,Miami,London,3586,18.44,Ground,6,7.0,24,4.36,126.68,10.0,5.0,Yes,Yes,No
FDX000276,2023-06-07,Denver,Dubai,5348,,Express,3,,0,,370.98,19.9,,No,No,No
FDX001836,2023-04-10,New York,Dubai,3108,29.3,Ground,5,2.0,0,3.87,137.37,210.46,4.0,No,No,No
FDX001441,2024-10-26,Denver,Berlin,4235,14.629999999999999,Ground,6,6.0,7,4.65,132.91,75.08,2.0,No,No,No
FDX001292,2023-11-18,Miami,Mexico City,5177,11.719999999999999,Air,2,3.0,24,4.77,146.29,27.23,4.0,No,No,No
FDX001928,2023-02-17,Seattle,Mexico City,1752,43.17,Air,1,1.0,9,2.91,135.11,41.93,5.0,No,No,No
FDX000324,2023-09-16,Seattle,London,3059,16.59,Ground,5,4.0,0,2.01,105.39,12.51,3.0,No,No,No
FDX000227,2023-08-18,Dallas,Tokyo,3459,2.5100000000000002,Air,1,1.0,0,3.35,89.25,89.17,3.0,Yes,No,No
FDX001122,2023-10-04,Chicago,Sydney,1389,15.03,Air,1,2.0,32,1.67,67.85,16.26,4.0,No,No,No
FDX000402,2023-05-07,Miami,Singapore,5754,2.3000000000000003,Air,2,1.0,0,5.71,141.81,10.0,5.0,No,No,No
FDX001904,2023-07-27,Seattle,Berlin,2289,7.43,Express,1,2.0,24,4.57,279.35,99.5,4.0,No,No,No
FDX001230,2024-04-11,Chicago,São Paulo,3868,8.59,Air,2,3.0,35,4.61,113.37,10.81,5.0,No,No,No
FDX001812,2024-03-14,Houston,São Paulo,3082,41.09,Air,1,1.0,0,3.81,160.25,134.98,5.0,No,No,No
FDX000162,2023-11-28,Miami,Mexico City,4786,25.17,Air,3,3.0,26,5.25,166.81,16.65,3.0,No,No,No
FDX001278,2023-03-25,Miami,Singapore,3347,22.68,Air,1,1.0,0,5.37,133.41,27.7,5.0,No,No,No
FDX000144,2024-03-11,Los Angeles,Sydney,5126,19.200000000000003,Air,2,1.0,0,9.46,174.3,15.55,5.0,No,No,No
FDX000962,2024-11-02,Miami,Mexico City,5037,6.21,Ground,8,9.0,24,2.82,126.62,10.0,2.0,No,No,No
FDX000377,2023-04-15,Los Angeles,Tokyo,4942,9.01,Ground,7,9.0,49,5.79,139.23,68.3,4.0,Yes,No,No
FDX001492,2023-04-01,Chicago,Mexico City,547,20.450000000000003,Ground,2,5.0,72,0.3,57.74,71.31,5.0,No,No,No
FDX000077,2023-05-04,San Francisco,Berlin,5085,15.469999999999999,Air,2,1.0,0,4.83,152.13,10.0,5.0,No,No,No
FDX001695,2025-02-03,Miami,Berlin,5035,19.970000000000002,Ground,8,9.0,24,3.95,157.49,40.72,4.0,No,No,Yes
FDX001699,2026-03-21,Seattle,Mumbai,1090,17.330000000000002,Air,1,1.0,2,1.15,64.91,62.57,3.0,No,No,No
FDX001056,2023-02-06,Atlanta,Berlin,4089,17.55,Ground,7,7.0,0,4.78,136.22,10.0,4.0,No,No,No
FDX001231,2023-09-06,Houston,Dubai,4142,24.67,Ground,7,7.0,7,3.14,146.6,44.21,4.0,No,No,No
FDX000069,2023-03-11,Seattle,Toronto,4944,43.51,Ground,8,8.0,13,4.17,203.41,58.5,3.0,No,No,No
FDX001306,2024-05-26,New York,Berlin,3736,25.39,Air,1,1.0,8,3.66,141.48,28.75,5.0,No,Yes,No
FDX000826,2023-08-02,Houston,Dubai,4652,13.53,Express,3,4.0,30,7.57,347.81,109.05,4.0,No,No,No
FDX001367,2023-03-20,San Francisco,Toronto,1812,7.89,Air,1,1.0,0,3.07,66.23,37.47,5.0,No,No,No
FDX000120,2023-08-17,Dallas,London,247,2.16,Air,1,2.0,28,0.32,15.22,16.43,5.0,No,No,No
FDX001146,2023-03-23,Seattle,Toronto,4048,24.19,Air,3,5.0,61,4.51,147.87,35.67,3.0,No,No,No
FDX000070,2024-03-18,Los Angeles,Toronto,2857,28.59,Ground,5,2.0,0,2.65,127.27,35.64,3.0,No,No,No
FDX000083,2023-03-04,Seattle,Dubai,4248,10.2,Air,3,2.0,0,8.07,134.57,32.19,4.0,No,No,No
FDX000612,2023-12-03,San Francisco,Dubai,4201,23.470000000000002,Air,3,2.0,0,4.62,149.82,33.45,5.0,No,No,No
FDX000572,2024-05-05,Atlanta,Dubai,881,39.92,Air,1,1.0,6,1.63,107.35,174.9,5.0,No,No,No
FDX001188,2024-05-19,Chicago,São Paulo,4723,11.19,Ground,6,8.0,48,4.34,134.86,44.21,4.0,No,No,No
FDX000664,2023-03-15,Los Angeles,Toronto,4392,24.18,Air,2,2.0,7,7.58,163.94,10.0,4.0,No,No,No
FDX000957,2024-09-19,Atlanta,Singapore,4210,38.1,Ground,7,7.0,0,3.94,177.22,21.78,5.0,No,Yes,No
FDX000094,2023-02-23,New York,São Paulo,5056,45.81,Ground,6,6.0,0,5.44,214.06,10.0,5.0,No,No,No
FDX001151,2025-12-11,Los Angeles,Sydney,1135,6.51,Air,1,2.0,24,1.23,44.41,182.48,5.0,No,No,No
FDX001721,2024-04-10,Atlanta,London,680,7.1,Ground,2,2.0,0,0.67,34.81,27.44,4.0,No,No,No
FDX001567,2025-01-21,Houston,Singapore,3509,45.63,Ground,6,9.0,72,2.57,174.15,24.57,5.0,No,No,No
FDX001810,2023-07-11,Dallas,Tokyo,2341,16.360000000000003,Ground,4,5.0,28,1.35,88.59,204.15,4.0,No,No,No
FDX000357,2023-03-29,New York,Dubai,3256,9.17,Air,2,1.0,0,5.81,105.89,271.84,5.0,No,No,No
FDX000465,2024-02-25,Dallas,Berlin,3873,56.410000000000004,Ground,6,8.0,48,2.4,202.48,38.09,5.0,No,No,No
FDX001019,2023-11-07,Miami,São Paulo,4809,31.66,Ground,6,5.0,0,5.81,181.93,43.52,3.0,No,No,No
FDX001307,2025-01-05,Denver,Mexico City,4740,10.54,Air,3,3.0,1,5.05,136.03,36.36,5.0,No,No,No
FDX000247,2025-04-16,San Francisco,Tokyo,898,18.650000000000002,Air,1,1.0,17,1.45,64.61,58.27,4.0,No,No,No
FDX000155,2024-11-25,Chicago,Berlin,1406,33.76,Air,1,2.0,24,2.66,108.62,31.77,3.0,No,No,No
FDX000279,2023-07-29,Seattle,Berlin,3424,6.9799999999999995,Express,2,3.0,26,6.17,305.95,295.09,4.0,No,No,No
FDX001651,2023-01-20,Atlanta,Berlin,1711,11.57,Express,1,2.0,37,2.82,270.82,27.35,4.0,Yes,Yes,No
FDX001416,2023-04-03,Dallas,Sydney,2974,16.42,Air,1,1.0,0,4.33,110.31,11.03,2.0,No,No,No
FDX000004,2023-02-27,Miami,London,3178,11.959999999999999,Ground,4,4.0,0,3.83,103.97,97.43,3.0,No,No,No
FDX001206,2024-08-07,Seattle,Berlin,1109,51.97,Air,1,1.0,1,1.93,136.91,100.99,5.0,No,No,No
FDX001530,2023-12-30,San Francisco,Singapore,4820,5.54,Air,3,3.0,1,5.94,130.3,21.72,5.0,Yes,No,No
FDX000373,2023-03-22,Seattle,London,1964,20.560000000000002,Air,1,2.0,37,3.66,96.38,115.85,3.0,No,No,No
FDX001561,2023-05-17,Los Angeles,Dubai,3277,5.989999999999999,Air,2,2.0,3,6.35,101.57,24.14,5.0,No,No,No
FDX000241,2023-04-05,Dallas,Berlin,2243,8.26,Air,1,2.0,33,2.38,73.52,10.0,5.0,No,No,No
FDX000003,2023-01-15,Los Angeles,Singapore,1618,19.610000000000003,Air,1,2.0,26,1.9,82.28,87.94,4.0,No,Yes,No
FDX000626,2024-02-02,Miami,Dubai,3901,13.87,Ground,4,3.0,0,4.29,123.63,75.46,5.0,No,Yes,No
FDX000607,2023-06-22,San Francisco,São Paulo,751,15.79,Air,1,3.0,59,0.82,54.06,32.13,3.0,No,No,No
FDX001614,2024-07-27,Chicago,Singapore,4171,21.43,Air,3,1.0,0,5.14,146.7,49.46,4.0,No,No,No
FDX001582,2023-01-28,Los Angeles,Singapore,50,23.17,Express,1,1.0,4,0.08,252.58,70.0,4.0,No,No,No
FDX000038,2024-03-26,Miami,São Paulo,5744,18.91,Air,3,3.0,0,8.4,182.9,53.31,4.0,No,No,No
FDX001476,2023-11-26,Atlanta,Mexico City,3198,13.45,Air,2,1.0,0,4.5,109.36,27.87,5.0,No,No,No
FDX001667,2023-04-23,Seattle,Singapore,1606,33.65,Ground,2,4.0,48,1.64,109.34,10.0,4.0,Yes,No,No
FDX001125,2024-03-03,San Francisco,Sydney,3888,25.5,Express,2,2.0,0,6.68,353.8,17.34,4.0,No,No,No
FDX000967,2023-08-02,Los Angeles,Mexico City,4461,32.79,Air,3,1.0,0,6.18,178.34,10.0,4.0,No,No,No
FDX001218,2023-08-11,Dallas,Mumbai,3672,26.060000000000002,Air,2,4.0,48,6.57,150.27,70.58,5.0,No,No,No
FDX001750,2024-06-13,Los Angeles,Mumbai,839,19.830000000000002,Air,1,5.0,98,1.51,65.97,10.0,5.0,No,No,No
FDX000456,2025-01-26,Chicago,Tokyo,4789,8.389999999999999,Ground,5,6.0,24,4.77,131.87,21.33,4.0,No,No,No
FDX000272,2023-01-26,Houston,Toronto,4992,28.380000000000003,Air,2,2.0,0,8.92,188.36,20.45,2.0,No,Yes,No
FDX001554,2023-12-23,Miami,Tokyo,6057,13.27,Ground,8,7.0,0,6.32,171.64,10.0,5.0,No,No,No
FDX000345,2023-02-06,Dallas,São Paulo,3011,37.28,Air,1,1.0,0,4.07,151.99,102.53,3.0,No,No,No
FDX000503,2023-05-11,San Francisco,Berlin,2619,28.43,Express,1,1.0,9,4.54,327.86,14.09,5.0,No,No,No
FDX001937,2024-12-26,San Francisco,Sydney,3098,26.94,Air,1,1.0,0,3.12,130.2,78.61,4.0,No,No,No
FDX001736,2024-05-05,Los Angeles,Berlin,2960,21.19,Express,1,1.0,0,5.24,322.3,71.36,4.0,Yes,Yes,No
FDX000599,2024-06-22,Houston,Mexico City,4923,10.84,Ground,8,6.0,0,3.13,134.53,30.8,4.0,Yes,No,No
FDX000872,2024-07-27,Dallas,Mexico City,2082,28.26,Express,1,2.0,24,2.54,310.78,102.18,4.0,No,No,No
FDX000862,2025-07-01,San Francisco,Mumbai,4587,19.43,Ground,7,7.0,13,3.85,147.15,10.0,3.0,Yes,No,No
FDX001486,2023-01-06,Denver,Dubai,3807,22.85,Ground,6,5.0,0,4.71,140.97,14.46,5.0,No,No,No
FDX000994,2023-08-01,Denver,Mexico City,1832,34.42,Ground,2,1.0,0,1.89,116.15,27.38,5.0,Yes,No,No
FDX000086,2023-01-21,Denver,Singapore,2112,3.12,Ground,4,2.0,0,1.39,57.65,10.0,5.0,No,No,No
FDX000863,2023-06-05,Chicago,Toronto,2753,17.060000000000002,Ground,3,3.0,0,2.17,100.69,70.87,2.0,No,No,No
FDX000933,2024-05-30,Dallas,London,4041,1.23,Air,3,2.0,0,6.09,106.55,50.35,5.0,No,No,No
FDX001544,2023-01-06,Los Angeles,Singapore,4777,39.64,Air,2,2.0,0,9.24,207.54,39.54,2.0,No,No,No
FDX001943,2024-01-16,Seattle,Singapore,1946,31.32,Air,1,1.0,0,3.7,117.66,19.93,4.0,No,No,No
FDX000841,2023-05-02,Miami,Singapore,3539,12.75,Ground,6,3.0,0,2.04,107.4,18.87,5.0,No,No,No
FDX000289,2023-11-10,Los Angeles,Tokyo,3336,19.34,Air,2,4.0,48,4.45,123.75,12.19,3.0,No,No,No
FDX001097,2023-08-23,Seattle,London,3199,15.53,Air,2,1.0,0,5.74,117.26,54.13,4.0,No,No,No
FDX001513,2023-08-01,Seattle,Mexico City,3768,2.52,Air,2,2.0,0,7.27,107.21,54.18,4.0,No,No,No
FDX001068,2023-08-25,Houston,Berlin,1687,20.0,Air,1,1.0,0,1.76,84.02,186.02,5.0,No,No,No
FDX001539,2023-08-11,Denver,Berlin,1312,32.160000000000004,Air,1,1.0,17,1.64,100.48,50.1,4.0,No,No,No
FDX000008,2023-02-04,Denver,Dubai,1895,13.84,Air,1,2.0,24,2.17,77.09,397.28,5.0,No,No,No
FDX001843,2024-03-07,Atlanta,São Paulo,2003,8.75,Express,1,1.0,1,3.56,273.24,21.17,3.0,No,No,No
FDX001989,2024-06-04,Seattle,São Paulo,3285,7.0,Express,2,2.0,0,6.62,304.56,37.1,5.0,No,No,No
FDX000471,2023-08-10,Dallas,Sydney,2889,12.42,Ground,4,2.0,0,2.06,93.8,14.96,4.0,Yes,No,No
FDX001602,2023-06-20,San Francisco,London,5186,56.08,Express,3,2.0,0,8.15,445.33,219.85,4.0,No,No,No
FDX001352,2023-03-13,Denver,Mexico City,4109,11.82,Ground,6,7.0,24,2.64,118.74,35.03,5.0,No,Yes,No
FDX001536,2023-02-28,Miami,Singapore,6250,6.06,Express,4,5.0,24,8.15,366.57,10.0,4.0,Yes,No,No
FDX000506,2023-01-01,Houston,Sydney,2797,27.26,Air,1,4.0,72,4.74,129.68,10.0,5.0,No,No,No
FDX000692,2023-08-01,Atlanta,Tokyo,3674,6.31,Ground,4,3.0,0,2.64,99.02,24.36,4.0,No,No,No
FDX001049,2023-10-16,Denver,Mumbai,2230,34.31,Express,1,1.0,11,3.46,328.6,172.32,4.0,No,No,No
FDX000386,2023-03-03,Houston,Sydney,2118,13.19,Ground,4,4.0,0,1.83,79.23,68.14,5.0,No,No,No
FDX001908,2023-06-27,New York,Sydney,6352,35.52,Air,4,5.0,33,8.46,228.46,34.72,5.0,No,No,No
FDX000216,2024-04-22,Dallas,London,1785,25.770000000000003,Ground,4,5.0,24,0.99,95.21,26.44,4.0,No,Yes,No
FDX001290,2023-12-31,Denver,London,3476,,Air,1,,0,,133.67,33.31,,No,No,No
FDX000660,2023-10-02,Denver,Dubai,5183,27.19,Air,3,1.0,0,8.12,187.4,21.11,5.0,No,No,Yes
FDX001414,2023-04-23,San Francisco,Toronto,3609,24.130000000000003,Air,1,1.0,0,3.33,135.43,265.4,5.0,No,No,No
FDX001788,2023-05-13,New York,Sydney,5463,28.860000000000003,Air,3,3.0,15,11.45,206.33,58.18,4.0,No,No,No
FDX001472,2025-03-01,Houston,Mumbai,4064,24.110000000000003,Ground,5,4.0,0,4.67,148.51,13.28,3.0,No,No,No
FDX001718,2024-02-15,San Francisco,Sydney,1653,5.35,Air,1,2.0,24,2.94,57.58,15.44,1.0,Yes,No,No
FDX000578,2023-08-29,Chicago,London,1758,15.18,Express,1,1.0,9,2.29,277.39,28.64,4.0,No,No,No
FDX000541,2023-01-12,Denver,Mexico City,3591,2.93,Ground,4,4.0,3,4.37,95.79,16.88,4.0,No,Yes,No
FDX001618,2023-10-18,Dallas,Sydney,2456,34.56,Air,1,1.0,6,4.04,135.36,22.32,4.0,No,No,No
FDX000516,2024-10-15,Seattle,Mumbai,2645,39.67,Air,2,1.0,0,3.41,147.47,15.33,5.0,No,No,No
FDX001346,2023-03-07,New York,Berlin,5464,21.98,Air,2,3.0,24,8.2,182.84,48.35,5.0,No,No,No
FDX000062,2023-06-10,San Francisco,Mumbai,3620,63.57,Air,1,1.0,0,5.97,222.45,10.0,4.0,No,No,No
FDX000182,2023-03-09,Miami,Toronto,6571,36.29,Air,3,5.0,48,12.58,246.74,81.92,4.0,No,No,No
FDX000085,2023-02-02,Atlanta,Mumbai,3210,20.270000000000003,Air,1,1.0,4,3.11,119.07,304.24,4.0,No,No,No
FDX001779,2024-03-28,Dallas,Mexico City,3955,19.32,Ground,5,5.0,21,3.83,134.23,13.78,4.0,No,No,No
FDX001574,2023-02-17,San Francisco,London,4430,50.800000000000004,Ground,7,7.0,0,4.29,208.07,23.83,4.0,No,No,No
FDX001154,2023-11-05,Denver,Mexico City,3340,29.290000000000003,Air,2,2.0,0,6.5,149.88,133.08,4.0,No,No,No
FDX001195,2023-06-01,Los Angeles,Berlin,4561,13.28,Air,2,3.0,28,6.71,142.91,156.74,5.0,No,No,No
FDX001297,2023-05-02,Denver,Tokyo,3177,28.82,Air,2,2.0,0,4.48,139.62,10.12,3.0,No,No,No
FDX001600,2023-02-28,Los Angeles,Berlin,3344,0.52,Express,2,2.0,8,6.3,291.82,18.1,5.0,No,No,No
FDX000198,2023-05-04,Miami,Dubai,3261,18.12,Air,2,1.0,0,3.11,115.79,39.72,4.0,Yes,No,No
FDX000249,2023-10-27,Chicago,Mexico City,3188,2.37,Express,2,1.0,0,4.45,286.85,10.77,5.0,No,No,No
FDX000355,2023-05-05,Denver,Dubai,2320,13.2,Ground,2,1.0,0,2.5,85.3,151.84,3.0,No,No,No
FDX001516,2023-10-05,Chicago,Tokyo,1419,26.23,Air,1,3.0,48,1.61,90.67,133.72,4.0,No,No,No
FDX000174,2025-07-25,San Francisco,Mexico City,2574,26.040000000000003,Ground,3,3.0,0,2.1,114.86,63.13,4.0,No,No,No
FDX001283,2023-08-21,Seattle,Sydney,2986,12.84,Air,2,2.0,0,2.98,99.34,46.12,4.0,No,Yes,No
FDX000758,2023-05-23,Chicago,Dubai,3477,6.9399999999999995,Air,1,1.0,22,5.74,105.64,24.71,4.0,No,No,No
FDX001911,2023-03-15,New York,Berlin,3352,1.3900000000000001,Ground,5,12.0,168,3.95,86.67,29.51,5.0,No,No,No
FDX001727,2025-08-04,San Francisco,Tokyo,2639,6.63,Air,2,1.0,0,3.11,80.37,62.23,3.0,No,No,No
FDX000081,2024-05-12,New York,Tokyo,5290,52.300000000000004,Air,3,3.0,0,5.46,231.78,99.97,4.0,No,No,No
FDX001560,2023-04-16,Seattle,São Paulo,2152,14.51,Air,2,1.0,0,3.89,88.73,153.62,1.0,No,No,No
FDX001121,2023-07-07,Dallas,São Paulo,2561,10.67,Ground,4,2.0,0,2.61,85.39,27.52,4.0,No,No,No
FDX001957,2024-09-22,Chicago,Berlin,3124,4.25,Ground,4,4.0,0,2.3,82.88,10.0,5.0,No,No,No
FDX000558,2025-02-11,Los Angeles,Mexico City,508,27.14,Ground,2,2.0,0,0.6,71.24,38.53,1.0,No,No,No
FDX000820,2023-12-01,Miami,Tokyo,4362,8.73,Express,2,7.0,128,4.88,324.34,22.65,4.0,Yes,No,No
FDX000854,2023-05-19,New York,Dubai,3781,4.909999999999999,Air,2,3.0,24,7.24,112.16,67.62,5.0,No,Yes,No
FDX000583,2023-01-01,Seattle,Sydney,2561,22.19,Ground,4,9.0,120,1.96,106.48,187.38,4.0,No,No,No
FDX000582,2023-04-20,Denver,London,2956,19.900000000000002,Ground,5,6.0,24,1.85,109.47,10.0,5.0,No,No,No
FDX001266,2024-09-13,Chicago,Berlin,2431,11.67,Air,1,1.0,16,2.33,83.95,36.43,5.0,No,No,No
FDX000067,2023-06-07,Houston,Singapore,501,46.03,Air,1,1.0,3,0.56,108.76,393.82,5.0,No,No,No
FDX000480,2024-09-11,Atlanta,São Paulo,2439,50.89,Ground,4,2.0,0,2.84,164.08,81.15,4.0,No,No,No
FDX001889,2023-04-26,Los Angeles,Berlin,3854,3.5500000000000003,Air,1,1.0,8,5.14,104.6,21.79,4.0,No,No,No
FDX000156,2023-06-29,Denver,Sydney,2559,27.37,Ground,4,4.0,14,1.44,115.24,78.56,5.0,No,No,No
FDX001080,2023-05-17,Seattle,Singapore,3896,13.26,Air,2,2.0,0,7.72,132.6,22.8,3.0,Yes,No,No
FDX001293,2023-10-19,San Francisco,Dubai,3958,,Ground,5,,146,,154.51,36.97,,Yes,No,No
FDX000917,2023-01-25,Los Angeles,São Paulo,1621,49.980000000000004,Ground,4,4.0,3,1.16,140.86,50.19,5.0,No,No,No
FDX001622,2023-10-26,San Francisco,Toronto,3007,19.0,Ground,4,8.0,96,1.71,108.27,56.05,1.0,No,Yes,No
FDX001370,2023-11-17,Chicago,Berlin,5582,23.48,Ground,8,8.0,1,4.74,177.82,10.0,4.0,No,No,No
FDX000539,2023-09-05,Atlanta,Mumbai,2329,0.84,Air,2,1.0,0,2.76,61.54,44.72,4.0,No,No,No
FDX001639,2024-05-05,Seattle,Berlin,5375,15.82,Express,3,9.0,146,9.98,374.08,11.83,3.0,No,No,No
FDX000548,2023-01-08,Los Angeles,Singapore,2650,27.41,Air,2,1.0,0,3.92,124.58,55.41,5.0,No,No,No
FDX000757,2023-06-20,Houston,Mumbai,3180,26.35,Ground,4,4.0,0,2.75,129.55,102.02,4.0,No,No,No
FDX000369,2023-09-19,Miami,London,3898,40.63,Express,2,2.0,7,4.96,379.1,86.58,4.0,No,No,No
FDX001132,2023-02-01,Miami,Dubai,5307,10.54,Air,2,1.0,0,6.41,151.45,124.91,5.0,No,No,No
FDX001961,2023-04-09,Dallas,Mexico City,5179,19.44,Ground,7,3.0,0,4.97,162.37,56.59,5.0,No,No,No
FDX001688,2023-04-09,Los Angeles,Dubai,4886,28.07,Ground,8,8.0,0,6.1,177.16,87.56,4.0,No,No,No
FDX001305,2023-01-13,Seattle,Sydney,4336,39.97,Express,2,2.0,0,4.25,384.41,243.5,4.0,No,No,No
FDX000457,2025-01-12,Houston,Singapore,1542,21.220000000000002,Ground,2,3.0,31,1.5,82.78,25.23,4.0,No,No,No
FDX001894,2023-02-04,Denver,Tokyo,990,43.65,Ground,2,5.0,72,1.2,115.7,98.91,4.0,No,No,No
FDX000672,2023-12-15,Dallas,Toronto,3547,37.76,Air,2,3.0,26,5.67,168.47,73.16,5.0,Yes,Yes,No
FDX001884,2023-05-29,San Francisco,Tokyo,3921,41.38,Air,1,1.0,0,6.06,184.36,15.8,3.0,No,No,No
FDX000362,2023-07-20,Dallas,Singapore,2248,19.82,Air,2,5.0,72,3.2,99.2,18.59,4.0,No,No,No
FDX001371,2023-02-04,Denver,São Paulo,4903,12.86,Air,3,3.0,7,9.39,156.95,21.34,2.0,No,No,No
FDX000906,2025-02-02,Seattle,Sydney,4750,,Ground,7,,78,,128.05,70.16,,No,No,No
FDX001470,2024-03-22,Denver,Sydney,5876,0.13,Air,3,3.0,6,10.05,152.93,51.13,4.0,No,No,No
FDX000791,2023-06-14,Los Angeles,Mexico City,2157,15.29,Air,1,1.0,1,4.3,91.62,25.69,4.0,No,No,No
FDX001311,2023-11-20,New York,Berlin,4663,6.14,Air,3,3.0,5,5.75,127.79,90.88,4.0,No,No,No
FDX001501,2023-06-19,Chicago,Toronto,2747,23.080000000000002,Ground,3,3.0,0,1.96,111.98,77.43,4.0,No,No,No
FDX000334,2023-09-16,Atlanta,London,4174,7.51,Ground,7,11.0,96,5.03,118.59,30.46,3.0,No,Yes,No
FDX000725,2023-03-29,Atlanta,Berlin,4419,28.28,Express,2,6.0,96,6.42,369.2,55.95,4.0,No,Yes,No
FDX001714,2023-03-03,Denver,Sydney,2779,52.79,Air,1,1.0,2,5.14,181.58,65.37,4.0,No,No,No
FDX001865,2023-01-19,Houston,Mumbai,2949,16.96,Air,1,1.0,15,2.87,106.51,36.6,5.0,No,No,No
FDX000157,2023-04-24,Houston,Dubai,3563,8.23,Express,2,2.0,8,3.5,303.22,24.39,5.0,No,No,No
FDX001839,2023-03-07,Miami,Tokyo,3696,26.37,Air,2,2.0,0,5.39,147.83,79.11,3.0,No,No,No
FDX000449,2024-08-20,Los Angeles,Sydney,3865,6.35,Express,2,4.0,59,7.94,318.82,71.88,4.0,No,No,No
FDX001522,2023-03-15,Denver,Mexico City,2246,38.02,Air,2,2.0,0,4.57,139.67,114.01,4.0,No,No,No
FDX001883,2023-06-08,Los Angeles,Tokyo,3681,30.560000000000002,Air,2,2.0,0,7.17,161.25,38.55,4.0,No,Yes,No
FDX001506,2023-11-26,Denver,London,1053,13.86,Ground,2,2.0,21,1.32,57.74,69.25,5.0,No,No,No
FDX001913,2026-09-08,Denver,São Paulo,3382,10.03,Ground,4,3.0,0,2.3,99.6,10.0,5.0,No,No,No
FDX001437,2023-03-23,Houston,Dubai,3120,24.220000000000002,Ground,5,5.0,0,2.1,122.14,148.96,4.0,Yes,No,No
FDX001143,2024-08-16,Dallas,Dubai,1654,17.12,Air,1,1.0,0,3.42,82.58,120.94,5.0,No,No,No
FDX000142,2023-09-23,Miami,London,4134,2.3200000000000003,Air,2,5.0,72,8.33,117.31,84.13,5.0,No,No,No
FDX000347,2023-04-07,Atlanta,Mumbai,2540,9.629999999999999,Air,2,1.0,0,3.83,86.55,26.19,4.0,No,No,No
FDX000466,2023-04-08,Los Angeles,Mumbai,895,15.51,Air,1,1.0,0,1.04,57.04,37.63,5.0,No,No,No
FDX000921,2023-05-05,Dallas,São Paulo,3289,10.09,Ground,6,8.0,48,2.78,99.3,113.11,4.0,No,No,No
FDX001829,2023-11-05,Chicago,Mumbai,830,24.540000000000003,Ground,3,4.0,24,0.5,72.18,26.39,1.0,No,No,No
FDX001451,2023-04-21,Dallas,London,1615,14.139999999999999,Ground,2,1.0,0,1.3,69.48,46.97,3.0,No,No,No
FDX000336,2023-02-14,Miami,Tokyo,4869,12.58,Express,3,3.0,0,6.96,348.42,10.0,5.0,No,No,No
FDX001739,2023-01-06,Houston,Berlin,2090,6.64,Air,1,1.0,0,3.82,71.54,34.66,5.0,No,No,No
FDX000370,2024-02-28,Los Angeles,Mexico City,4352,18.85,Ground,5,5.0,0,5.0,144.74,10.0,4.0,No,No,No
FDX001378,2024-01-14,San Francisco,Mumbai,4166,50.25,Air,3,3.0,0,8.74,215.04,30.75,5.0,No,No,No
FDX000525,2023-06-04,San Francisco,Berlin,2767,11.35,Ground,5,5.0,0,2.38,90.18,10.0,5.0,No,Yes,No
